C,B,A
run,defoe-robinson-103.txt,0
running,callwild,0
running,defoe-robinson-103.txt,0
runs,callwild,0
runs,defoe-robinson-103.txt,0
rush,defoe-robinson-103.txt,0
rush,callwild,0
rushed,defoe-robinson-103.txt,0
rushed,callwild,0
rushes,defoe-robinson-103.txt,0
rushes,callwild,0
rushing,defoe-robinson-103.txt,0
rushing,callwild,0
s,defoe-robinson-103.txt,0
s,callwild,0
sack,defoe-robinson-103.txt,0
sack,callwild,0
sacks,callwild,0
sacks,defoe-robinson-103.txt,0
sacrificed,callwild,0
sacrificed,defoe-robinson-103.txt,0
sad,defoe-robinson-103.txt,0
sad,callwild,0
safe,callwild,0
safe,defoe-robinson-103.txt,0
safety,defoe-robinson-103.txt,0
safety,callwild,0
said,callwild,0
said,defoe-robinson-103.txt,0
salt,callwild,0
salt,defoe-robinson-103.txt,0
same,callwild,0
same,defoe-robinson-103.txt,0
sat,callwild,0
sat,defoe-robinson-103.txt,0
satisfaction,callwild,0
satisfaction,defoe-robinson-103.txt,0
satisfied,defoe-robinson-103.txt,0
satisfied,callwild,0
savage,callwild,0
savage,defoe-robinson-103.txt,0
savages,callwild,0
savages,defoe-robinson-103.txt,0
save,defoe-robinson-103.txt,0
save,callwild,0
saved,callwild,0
saved,defoe-robinson-103.txt,0
saw,callwild,0
saw,defoe-robinson-103.txt,0
say,defoe-robinson-103.txt,0
say,callwild,0
saying,defoe-robinson-103.txt,0
saying,callwild,0
says,callwild,0
says,defoe-robinson-103.txt,0
scattered,defoe-robinson-103.txt,0
scattered,callwild,0
scattering,callwild,0
scattering,defoe-robinson-103.txt,0
scene,callwild,0
scene,defoe-robinson-103.txt,0
scheme,callwild,0
scheme,defoe-robinson-103.txt,0
scholar,callwild,0
scholar,defoe-robinson-103.txt,0
scorched,defoe-robinson-103.txt,0
scorched,callwild,0
score,defoe-robinson-103.txt,0
score,callwild,0
scraped,defoe-robinson-103.txt,0
scraped,callwild,0
screaming,callwild,0
screaming,defoe-robinson-103.txt,0
sea,defoe-robinson-103.txt,0
sea,callwild,0
search,callwild,0
search,defoe-robinson-103.txt,0
searched,callwild,0
searched,defoe-robinson-103.txt,0
season,defoe-robinson-103.txt,0
season,callwild,0
second,defoe-robinson-103.txt,0
second,callwild,0
seconded,callwild,0
seconded,defoe-robinson-103.txt,0
secrecy,callwild,0
secrecy,defoe-robinson-103.txt,0
secret,callwild,0
secret,defoe-robinson-103.txt,0
secure,defoe-robinson-103.txt,0
secure,callwild,0
secured,callwild,0
secured,defoe-robinson-103.txt,0
securely,defoe-robinson-103.txt,0
securely,callwild,0
see,defoe-robinson-103.txt,0
see,callwild,0
seed,defoe-robinson-103.txt,0
seed,callwild,0
seeing,callwild,0
seeing,defoe-robinson-103.txt,0
seek,defoe-robinson-103.txt,0
seek,callwild,0
seeking,defoe-robinson-103.txt,0
seeking,callwild,0
seem,defoe-robinson-103.txt,0
seem,callwild,0
seemed,callwild,0
seemed,defoe-robinson-103.txt,0
seeming,callwild,0
seeming,defoe-robinson-103.txt,0
seems,defoe-robinson-103.txt,0
seems,callwild,0
seen,callwild,0
seen,defoe-robinson-103.txt,0
seize,defoe-robinson-103.txt,0
seize,callwild,0
seized,defoe-robinson-103.txt,0
seized,callwild,0
self,callwild,0
self,defoe-robinson-103.txt,0
sense,defoe-robinson-103.txt,0
sense,callwild,0
senseless,callwild,0
senseless,defoe-robinson-103.txt,0
senses,defoe-robinson-103.txt,0
senses,callwild,0
sent,defoe-robinson-103.txt,0
sent,callwild,0
separate,callwild,0
separate,defoe-robinson-103.txt,0
separated,defoe-robinson-103.txt,0
separated,callwild,0
servants,defoe-robinson-103.txt,0
servants,callwild,0
served,defoe-robinson-103.txt,0
served,callwild,0
set,callwild,0
set,defoe-robinson-103.txt,0
setting,callwild,0
setting,defoe-robinson-103.txt,0
seven,defoe-robinson-103.txt,0
seven,callwild,0
several,callwild,0
several,defoe-robinson-103.txt,0
severe,callwild,0
severe,defoe-robinson-103.txt,0
severely,callwild,0
severely,defoe-robinson-103.txt,0
shade,defoe-robinson-103.txt,0
shade,callwild,0
shadow,defoe-robinson-103.txt,0
shadow,callwild,0
shake,callwild,0
shake,defoe-robinson-103.txt,0
shaken,defoe-robinson-103.txt,0
shaken,callwild,0
shaking,callwild,0
shaking,defoe-robinson-103.txt,0
shame,defoe-robinson-103.txt,0
shame,callwild,0
shape,callwild,0
shape,defoe-robinson-103.txt,0
share,callwild,0
share,defoe-robinson-103.txt,0
sharp,callwild,0
sharp,defoe-robinson-103.txt,0
she,defoe-robinson-103.txt,0
she,callwild,0
shed,defoe-robinson-103.txt,0
shed,callwild,0
sheep,defoe-robinson-103.txt,0
sheep,callwild,0
sheer,callwild,0
sheer,defoe-robinson-103.txt,0
sheet,callwild,0
sheet,defoe-robinson-103.txt,0
shell,callwild,0
shell,defoe-robinson-103.txt,0
shelter,defoe-robinson-103.txt,0
shelter,callwild,0
sheltered,defoe-robinson-103.txt,0
sheltered,callwild,0
shifting,callwild,0
shifting,defoe-robinson-103.txt,0
shining,callwild,0
shining,defoe-robinson-103.txt,0
ship,defoe-robinson-103.txt,0
ship,callwild,0
shipping,defoe-robinson-103.txt,0
shipping,callwild,0
shivering,defoe-robinson-103.txt,0
shivering,callwild,0
shock,callwild,0
shock,defoe-robinson-103.txt,0
shoes,callwild,0
shoes,defoe-robinson-103.txt,0
shook,defoe-robinson-103.txt,0
shook,callwild,0
shoots,callwild,0
shoots,defoe-robinson-103.txt,0
shore,callwild,0
shore,defoe-robinson-103.txt,0
shores,callwild,0
shores,defoe-robinson-103.txt,0
short,defoe-robinson-103.txt,0
short,callwild,0
shorter,callwild,0
shorter,defoe-robinson-103.txt,0
shot,callwild,0
shot,defoe-robinson-103.txt,0
should,defoe-robinson-103.txt,0
should,callwild,0
shoulder,defoe-robinson-103.txt,0
shoulder,callwild,0
shoulders,callwild,0
shoulders,defoe-robinson-103.txt,0
shout,callwild,0
shout,defoe-robinson-103.txt,0
shouted,defoe-robinson-103.txt,0
shouted,callwild,0
show,callwild,0
show,defoe-robinson-103.txt,0
showed,callwild,0
showed,defoe-robinson-103.txt,0
showing,callwild,0
showing,defoe-robinson-103.txt,0
shown,callwild,0
shown,defoe-robinson-103.txt,0
shrubs,defoe-robinson-103.txt,0
shrubs,callwild,0
sick,callwild,0
sick,defoe-robinson-103.txt,0
side,defoe-robinson-103.txt,0
side,callwild,0
sides,callwild,0
sides,defoe-robinson-103.txt,0
sight,defoe-robinson-103.txt,0
sight,callwild,0
sign,callwild,0
sign,defoe-robinson-103.txt,0
signed,defoe-robinson-103.txt,0
signed,callwild,0
signs,defoe-robinson-103.txt,0
signs,callwild,0
silence,callwild,0
silence,defoe-robinson-103.txt,0
silent,callwild,0
silent,defoe-robinson-103.txt,0
simple,defoe-robinson-103.txt,0
simple,callwild,0
sin,defoe-robinson-103.txt,0
sin,callwild,0
since,defoe-robinson-103.txt,0
since,callwild,0
single,defoe-robinson-103.txt,0
single,callwild,0
sink,callwild,0
sink,defoe-robinson-103.txt,0
sinking,callwild,0
sinking,defoe-robinson-103.txt,0
sir,defoe-robinson-103.txt,0
sir,callwild,0
sit,callwild,0
sit,defoe-robinson-103.txt,0
sitting,callwild,0
sitting,defoe-robinson-103.txt,0
situation,defoe-robinson-103.txt,0
situation,callwild,0
six,callwild,0
six,defoe-robinson-103.txt,0
sixteen,callwild,0
sixteen,defoe-robinson-103.txt,0
sixty,defoe-robinson-103.txt,0
sixty,callwild,0
size,defoe-robinson-103.txt,0
size,callwild,0
skin,callwild,0
skin,defoe-robinson-103.txt,0
skins,defoe-robinson-103.txt,0
skins,callwild,0
sky,callwild,0
sky,defoe-robinson-103.txt,0
slacked,defoe-robinson-103.txt,0
slacked,callwild,0
sleep,callwild,0
sleep,defoe-robinson-103.txt,0
sleeping,defoe-robinson-103.txt,0
sleeping,callwild,0
slender,defoe-robinson-103.txt,0
slender,callwild,0
slept,defoe-robinson-103.txt,0
slept,callwild,0
slight,callwild,0
slight,defoe-robinson-103.txt,0
slightly,callwild,0
slightly,defoe-robinson-103.txt,0
slipped,callwild,0
slipped,defoe-robinson-103.txt,0
slow,callwild,0
slow,defoe-robinson-103.txt,0
slowly,callwild,0
slowly,defoe-robinson-103.txt,0
sluice,defoe-robinson-103.txt,0
sluice,callwild,0
small,defoe-robinson-103.txt,0
small,callwild,0
smell,defoe-robinson-103.txt,0
smell,callwild,0
smelled,defoe-robinson-103.txt,0
smelled,callwild,0
smiled,defoe-robinson-103.txt,0
smiled,callwild,0
smiling,defoe-robinson-103.txt,0
smiling,callwild,0
snapping,defoe-robinson-103.txt,0
snapping,callwild,0
snow,callwild,0
snow,defoe-robinson-103.txt,0
snowed,callwild,0
snowed,defoe-robinson-103.txt,0
snows,defoe-robinson-103.txt,0
snows,callwild,0
snug,defoe-robinson-103.txt,0
snug,callwild,0
so,defoe-robinson-103.txt,0
so,callwild,0
society,defoe-robinson-103.txt,0
society,callwild,0
soft,defoe-robinson-103.txt,0
soft,callwild,0
softly,defoe-robinson-103.txt,0
softly,callwild,0
sold,callwild,0
sold,defoe-robinson-103.txt,0
solitary,callwild,0
solitary,defoe-robinson-103.txt,0
some,defoe-robinson-103.txt,0
some,callwild,0
something,defoe-robinson-103.txt,0
something,callwild,0
sometimes,defoe-robinson-103.txt,0
sometimes,callwild,0
somewhat,callwild,0
somewhat,defoe-robinson-103.txt,0
somewhere,callwild,0
somewhere,defoe-robinson-103.txt,0
son,defoe-robinson-103.txt,0
son,callwild,0
sons,defoe-robinson-103.txt,0
sons,callwild,0
soon,defoe-robinson-103.txt,0
soon,callwild,0
sooner,callwild,0
sooner,defoe-robinson-103.txt,0
sore,callwild,0
sore,defoe-robinson-103.txt,0
sorely,defoe-robinson-103.txt,0
sorely,callwild,0
sorrow,callwild,0
sorrow,defoe-robinson-103.txt,0
sorry,defoe-robinson-103.txt,0
sorry,callwild,0
sort,defoe-robinson-103.txt,0
sort,callwild,0
sorts,callwild,0
sorts,defoe-robinson-103.txt,0
sought,defoe-robinson-103.txt,0
sought,callwild,0
sound,callwild,0
sound,defoe-robinson-103.txt,0
soundly,defoe-robinson-103.txt,0
soundly,callwild,0
south,callwild,0
south,defoe-robinson-103.txt,0
space,callwild,0
space,defoe-robinson-103.txt,0
spacious,defoe-robinson-103.txt,0
spacious,callwild,0
speak,defoe-robinson-103.txt,0
speak,callwild,0
spear,callwild,0
spear,defoe-robinson-103.txt,0
special,defoe-robinson-103.txt,0
special,callwild,0
speech,defoe-robinson-103.txt,0
speech,callwild,0
speed,callwild,0
speed,defoe-robinson-103.txt,0
speedily,defoe-robinson-103.txt,0
speedily,callwild,0
spent,defoe-robinson-103.txt,0
spent,callwild,0
spirit,callwild,0
spirit,defoe-robinson-103.txt,0
spit,defoe-robinson-103.txt,0
spit,callwild,0
spite,callwild,0
spite,defoe-robinson-103.txt,0
split,callwild,0
split,defoe-robinson-103.txt,0
spoil,callwild,0
spoil,defoe-robinson-103.txt,0
spoiled,callwild,0
spoiled,defoe-robinson-103.txt,0
spoke,callwild,0
spoke,defoe-robinson-103.txt,0
spot,defoe-robinson-103.txt,0
spot,callwild,0
sprang,callwild,0
sprang,defoe-robinson-103.txt,0
spray,callwild,0
spray,defoe-robinson-103.txt,0
spread,callwild,0
spread,defoe-robinson-103.txt,0
spring,callwild,0
spring,defoe-robinson-103.txt,0
springs,callwild,0
springs,defoe-robinson-103.txt,0
sprung,defoe-robinson-103.txt,0
sprung,callwild,0
spy,callwild,0
spy,defoe-robinson-103.txt,0
st,defoe-robinson-103.txt,0
st,callwild,0
staked,defoe-robinson-103.txt,0
staked,callwild,0
stalk,callwild,0
stalk,defoe-robinson-103.txt,0
stand,callwild,0
stand,defoe-robinson-103.txt,0
standing,callwild,0
standing,defoe-robinson-103.txt,0
stands,defoe-robinson-103.txt,0
stands,callwild,0
stars,defoe-robinson-103.txt,0
stars,callwild,0
start,defoe-robinson-103.txt,0
start,callwild,0
started,defoe-robinson-103.txt,0
started,callwild,0
starting,defoe-robinson-103.txt,0
starting,callwild,0
starved,callwild,0
starved,defoe-robinson-103.txt,0
starving,defoe-robinson-103.txt,0
starving,callwild,0
state,callwild,0
state,defoe-robinson-103.txt,0
stated,defoe-robinson-103.txt,0
stated,callwild,0
station,defoe-robinson-103.txt,0
station,callwild,0
stay,callwild,0
stay,defoe-robinson-103.txt,0
staying,callwild,0
staying,defoe-robinson-103.txt,0
steadily,callwild,0
steadily,defoe-robinson-103.txt,0
steep,callwild,0
steep,defoe-robinson-103.txt,0
steeped,defoe-robinson-103.txt,0
steeped,callwild,0
step,defoe-robinson-103.txt,0
step,callwild,0
stepped,defoe-robinson-103.txt,0
stepped,callwild,0
steps,defoe-robinson-103.txt,0
steps,callwild,0
stern,defoe-robinson-103.txt,0
stern,callwild,0
stick,callwild,0
stick,defoe-robinson-103.txt,0
sticks,callwild,0
sticks,defoe-robinson-103.txt,0
stiff,defoe-robinson-103.txt,0
stiff,callwild,0
still,defoe-robinson-103.txt,0
still,callwild,0
stir,callwild,0
stir,defoe-robinson-103.txt,0
stirred,callwild,0
stirred,defoe-robinson-103.txt,0
stirring,callwild,0
stirring,defoe-robinson-103.txt,0
stomach,callwild,0
stomach,defoe-robinson-103.txt,0
stone,callwild,0
stone,defoe-robinson-103.txt,0
stood,defoe-robinson-103.txt,0
stood,callwild,0
stooped,defoe-robinson-103.txt,0
stooped,callwild,0
stop,callwild,0
stop,defoe-robinson-103.txt,0
stopped,defoe-robinson-103.txt,0
stopped,callwild,0
store,callwild,0
store,defoe-robinson-103.txt,0
story,defoe-robinson-103.txt,0
story,callwild,0
stout,defoe-robinson-103.txt,0
stout,callwild,0
straight,callwild,0
straight,defoe-robinson-103.txt,0
strange,defoe-robinson-103.txt,0
strange,callwild,0
strangely,callwild,0
strangely,defoe-robinson-103.txt,0
stranger,defoe-robinson-103.txt,0
stranger,callwild,0
strangers,defoe-robinson-103.txt,0
strangers,callwild,0
strangling,defoe-robinson-103.txt,0
strangling,callwild,0
straw,callwild,0
straw,defoe-robinson-103.txt,0
stream,callwild,0
stream,defoe-robinson-103.txt,0
strength,callwild,0
strength,defoe-robinson-103.txt,0
stretch,callwild,0
stretch,defoe-robinson-103.txt,0
stretched,defoe-robinson-103.txt,0
stretched,callwild,0
strife,callwild,0
strife,defoe-robinson-103.txt,0
strike,defoe-robinson-103.txt,0
strike,callwild,0
strings,callwild,0
strings,defoe-robinson-103.txt,0
stripped,defoe-robinson-103.txt,0
stripped,callwild,0
strokes,defoe-robinson-103.txt,0
strokes,callwild,0
strong,callwild,0
strong,defoe-robinson-103.txt,0
stronger,callwild,0
stronger,defoe-robinson-103.txt,0
strongly,defoe-robinson-103.txt,0
strongly,callwild,0
struck,callwild,0
struck,defoe-robinson-103.txt,0
struggle,callwild,0
struggle,defoe-robinson-103.txt,0
struggled,callwild,0
struggled,defoe-robinson-103.txt,0
struggling,callwild,0
struggling,defoe-robinson-103.txt,0
studying,defoe-robinson-103.txt,0
studying,callwild,0
stuff,defoe-robinson-103.txt,0
stuff,callwild,0
stunned,defoe-robinson-103.txt,0
stunned,callwild,0
subtle,callwild,0
subtle,defoe-robinson-103.txt,0
successful,defoe-robinson-103.txt,0
successful,callwild,0
such,callwild,0
such,defoe-robinson-103.txt,0
suck,callwild,0
suck,defoe-robinson-103.txt,0
sudden,defoe-robinson-103.txt,0
sudden,callwild,0
suddenly,callwild,0
suddenly,defoe-robinson-103.txt,0
suffer,defoe-robinson-103.txt,0
suffer,callwild,0
suffered,defoe-robinson-103.txt,0
suffered,callwild,0
suffering,defoe-robinson-103.txt,0
suffering,callwild,0
sufficient,defoe-robinson-103.txt,0
sufficient,callwild,0
suggested,callwild,0
suggested,defoe-robinson-103.txt,0
sum,callwild,0
sum,defoe-robinson-103.txt,0
summer,defoe-robinson-103.txt,0
summer,callwild,0
sun,defoe-robinson-103.txt,0
sun,callwild,0
sundays,callwild,0
sundays,defoe-robinson-103.txt,0
superior,defoe-robinson-103.txt,0
superior,callwild,0
supper,callwild,0
supper,defoe-robinson-103.txt,0
supply,defoe-robinson-103.txt,0
supply,callwild,0
suppose,callwild,0
suppose,defoe-robinson-103.txt,0
supreme,callwild,0
supreme,defoe-robinson-103.txt,0
sure,defoe-robinson-103.txt,0
sure,callwild,0
surface,callwild,0
surface,defoe-robinson-103.txt,0
surge,defoe-robinson-103.txt,0
surge,callwild,0
surgeon,defoe-robinson-103.txt,0
surgeon,callwild,0
surprise,callwild,0
surprise,defoe-robinson-103.txt,0
surprised,callwild,0
surprised,defoe-robinson-103.txt,0
surprising,defoe-robinson-103.txt,0
surprising,callwild,0
surrounded,defoe-robinson-103.txt,0
surrounded,callwild,0
survey,callwild,0
survey,defoe-robinson-103.txt,0
survivors,defoe-robinson-103.txt,0
survivors,callwild,0
swam,callwild,0
swam,defoe-robinson-103.txt,0
swearing,callwild,0
swearing,defoe-robinson-103.txt,0
sweeping,callwild,0
sweeping,defoe-robinson-103.txt,0
sweet,defoe-robinson-103.txt,0
sweet,callwild,0
swelled,defoe-robinson-103.txt,0
swelled,callwild,0
swelling,callwild,0
swelling,defoe-robinson-103.txt,0
swift,callwild,0
swift,defoe-robinson-103.txt,0
swimmer,callwild,0
swimmer,defoe-robinson-103.txt,0
swimming,callwild,0
swimming,defoe-robinson-103.txt,0
swing,defoe-robinson-103.txt,0
swing,callwild,0
swore,defoe-robinson-103.txt,0
swore,callwild,0
t,callwild,0
t,defoe-robinson-103.txt,0
tail,callwild,0
tail,defoe-robinson-103.txt,0
take,defoe-robinson-103.txt,0
take,callwild,0
taken,defoe-robinson-103.txt,0
taken,callwild,0
taking,callwild,0
taking,defoe-robinson-103.txt,0
tale,callwild,0
tale,defoe-robinson-103.txt,0
talk,callwild,0
talk,defoe-robinson-103.txt,0
talked,callwild,0
talked,defoe-robinson-103.txt,0
talking,callwild,0
talking,defoe-robinson-103.txt,0
tall,defoe-robinson-103.txt,0
tall,callwild,0
tallow,defoe-robinson-103.txt,0
tallow,callwild,0
task,callwild,0
task,defoe-robinson-103.txt,0
taste,callwild,0
taste,defoe-robinson-103.txt,0
tasting,defoe-robinson-103.txt,0
tasting,callwild,0
taught,callwild,0
taught,defoe-robinson-103.txt,0
teach,defoe-robinson-103.txt,0
teach,callwild,0
teaching,callwild,0
teaching,defoe-robinson-103.txt,0
tears,defoe-robinson-103.txt,0
tears,callwild,0
teeth,callwild,0
teeth,defoe-robinson-103.txt,0
tell,callwild,0
tell,defoe-robinson-103.txt,0
telling,defoe-robinson-103.txt,0
telling,callwild,0
temper,callwild,0
temper,defoe-robinson-103.txt,0
ten,callwild,0
ten,defoe-robinson-103.txt,0
tend,defoe-robinson-103.txt,0
tend,callwild,0
tent,defoe-robinson-103.txt,0
tent,callwild,0
terms,defoe-robinson-103.txt,0
terms,callwild,0
terrible,defoe-robinson-103.txt,0
terrible,callwild,0
terribly,defoe-robinson-103.txt,0
terribly,callwild,0
terrified,callwild,0
terrified,defoe-robinson-103.txt,0
terrifying,callwild,0
terrifying,defoe-robinson-103.txt,0
terror,defoe-robinson-103.txt,0
terror,callwild,0
testimony,callwild,0
testimony,defoe-robinson-103.txt,0
than,defoe-robinson-103.txt,0
than,callwild,0
that,defoe-robinson-103.txt,0
that,callwild,0
the,defoe-robinson-103.txt,0
the,callwild,0
their,defoe-robinson-103.txt,0
their,callwild,0
theirs,callwild,0
theirs,defoe-robinson-103.txt,0
