A,B
62851,1.98E-06
62852,1.98E-06
62865,1.98E-06
62866,1.98E-06
62867,1.98E-06
62869,1.98E-06
62871,1.98E-06
62876,1.98E-06
62879,1.98E-06
62881,1.98E-06
62885,1.98E-06
62887,1.98E-06
62888,1.98E-06
62889,1.98E-06
62890,1.98E-06
62898,1.98E-06
62899,1.98E-06
62900,1.98E-06
62904,1.98E-06
62905,1.98E-06
62906,1.98E-06
62907,1.98E-06
62908,1.98E-06
62911,1.98E-06
62912,1.98E-06
62913,1.98E-06
62914,1.98E-06
62915,1.98E-06
62916,1.98E-06
62918,1.98E-06
62921,1.98E-06
62922,1.98E-06
62923,1.98E-06
62924,1.98E-06
62925,1.98E-06
62926,1.98E-06
62927,1.98E-06
62928,1.98E-06
62931,1.98E-06
62933,1.98E-06
62934,1.98E-06
62940,1.98E-06
62942,1.98E-06
62943,1.98E-06
62944,1.98E-06
62947,1.98E-06
62948,1.98E-06
62949,1.98E-06
62950,1.98E-06
62951,1.98E-06
62953,1.98E-06
62954,1.98E-06
62955,1.98E-06
62960,1.98E-06
62961,1.98E-06
62962,1.98E-06
62976,1.98E-06
62985,1.98E-06
62986,1.98E-06
62987,1.98E-06
62990,1.98E-06
62991,1.98E-06
62992,1.98E-06
62993,1.98E-06
62994,1.98E-06
62995,1.98E-06
62996,1.98E-06
63000,1.98E-06
63008,1.98E-06
63009,1.98E-06
63010,1.98E-06
63011,1.98E-06
63012,1.98E-06
63013,1.98E-06
63016,1.98E-06
63017,1.98E-06
63019,1.98E-06
63020,1.98E-06
63022,1.98E-06
63023,1.98E-06
63025,1.98E-06
63027,1.98E-06
63028,1.98E-06
63029,1.98E-06
63030,1.98E-06
63031,1.98E-06
63033,1.98E-06
63035,1.98E-06
63045,1.98E-06
63046,1.98E-06
63047,1.98E-06
63048,1.98E-06
63054,1.98E-06
63055,1.98E-06
63060,1.98E-06
63065,1.98E-06
63076,1.98E-06
63078,1.98E-06
63082,1.98E-06
63083,1.98E-06
63084,1.98E-06
63085,1.98E-06
63087,1.98E-06
63089,1.98E-06
63090,1.98E-06
63091,1.98E-06
63097,1.98E-06
63099,1.98E-06
63101,1.98E-06
63104,1.98E-06
63105,1.98E-06
63108,1.98E-06
63109,1.98E-06
63110,1.98E-06
63111,1.98E-06
63112,1.98E-06
63113,1.98E-06
63114,1.98E-06
63116,1.98E-06
63122,1.98E-06
63123,1.98E-06
63126,1.98E-06
63127,1.98E-06
63128,1.98E-06
63130,1.98E-06
63131,1.98E-06
63136,1.98E-06
63140,1.98E-06
63143,1.98E-06
63148,1.98E-06
63151,1.98E-06
63155,1.98E-06
63156,1.98E-06
63159,1.98E-06
63160,1.98E-06
63162,1.98E-06
63166,1.98E-06
63170,1.98E-06
63174,1.98E-06
63176,1.98E-06
63177,1.98E-06
63178,1.98E-06
63180,1.98E-06
63182,1.98E-06
63185,1.98E-06
63188,1.98E-06
63189,1.98E-06
63191,1.98E-06
63193,1.98E-06
63194,1.98E-06
63195,1.98E-06
63196,1.98E-06
63199,1.98E-06
63201,1.98E-06
63202,1.98E-06
63208,1.98E-06
63209,1.98E-06
63211,1.98E-06
63212,1.98E-06
63213,1.98E-06
63214,1.98E-06
63215,1.98E-06
63216,1.98E-06
63217,1.98E-06
63219,1.98E-06
63220,1.98E-06
63223,1.98E-06
63225,1.98E-06
63226,1.98E-06
63228,1.98E-06
63229,1.98E-06
63230,1.98E-06
63231,1.98E-06
63233,1.98E-06
63234,1.98E-06
63239,1.98E-06
63240,1.98E-06
63243,1.98E-06
63247,1.98E-06
63250,1.98E-06
63251,1.98E-06
63255,1.98E-06
63260,1.98E-06
63262,1.98E-06
63263,1.98E-06
63264,1.98E-06
63265,1.98E-06
63266,1.98E-06
63267,1.98E-06
63268,1.98E-06
63275,1.98E-06
63276,1.98E-06
63277,1.98E-06
63279,1.98E-06
63282,1.98E-06
63286,1.98E-06
63287,1.98E-06
63288,1.98E-06
63293,1.98E-06
63294,1.98E-06
63295,1.98E-06
63297,1.98E-06
63298,1.98E-06
63299,1.98E-06
63301,1.98E-06
63303,1.98E-06
63313,1.98E-06
63314,1.98E-06
63315,1.98E-06
63319,1.98E-06
63322,1.98E-06
63323,1.98E-06
63324,1.98E-06
63325,1.98E-06
63326,1.98E-06
63327,1.98E-06
63343,1.98E-06
63344,1.98E-06
63347,1.98E-06
63352,1.98E-06
63354,1.98E-06
63355,1.98E-06
63357,1.98E-06
63360,1.98E-06
63362,1.98E-06
63368,1.98E-06
63371,1.98E-06
63372,1.98E-06
63379,1.98E-06
63382,1.98E-06
63383,1.98E-06
63386,1.98E-06
63387,1.98E-06
63388,1.98E-06
63389,1.98E-06
63390,1.98E-06
63397,1.98E-06
63398,1.98E-06
63399,1.98E-06
63402,1.98E-06
63407,1.98E-06
63408,1.98E-06
63410,1.98E-06
63414,1.98E-06
63421,1.98E-06
63422,1.98E-06
63423,1.98E-06
63426,1.98E-06
63430,1.98E-06
63432,1.98E-06
63434,1.98E-06
63435,1.98E-06
63436,1.98E-06
63437,1.98E-06
63444,1.98E-06
63445,1.98E-06
63448,1.98E-06
63452,1.98E-06
63453,1.98E-06
63454,1.98E-06
63455,1.98E-06
63458,1.98E-06
63459,1.98E-06
63460,1.98E-06
63466,1.98E-06
63474,1.98E-06
63480,1.98E-06
63481,1.98E-06
63482,1.98E-06
63485,1.98E-06
63487,1.98E-06
63489,1.98E-06
63491,1.98E-06
63497,1.98E-06
63500,1.98E-06
63501,1.98E-06
63502,1.98E-06
63508,1.98E-06
63509,1.98E-06
63510,1.98E-06
63511,1.98E-06
63512,1.98E-06
63513,1.98E-06
63532,1.98E-06
63534,1.98E-06
63536,1.98E-06
63540,1.98E-06
63543,1.98E-06
63544,1.98E-06
63545,1.98E-06
63546,1.98E-06
63547,1.98E-06
63552,1.98E-06
63556,1.98E-06
63557,1.98E-06
63559,1.98E-06
63562,1.98E-06
63563,1.98E-06
63567,1.98E-06
63568,1.98E-06
63581,1.98E-06
63582,1.98E-06
63585,1.98E-06
63587,1.98E-06
63589,1.98E-06
63590,1.98E-06
63591,1.98E-06
63598,1.98E-06
63600,1.98E-06
63612,1.98E-06
63613,1.98E-06
63614,1.98E-06
63615,1.98E-06
63616,1.98E-06
63617,1.98E-06
63619,1.98E-06
63622,1.98E-06
63628,1.98E-06
63629,1.98E-06
63630,1.98E-06
63631,1.98E-06
63632,1.98E-06
63638,1.98E-06
63640,1.98E-06
63646,1.98E-06
63647,1.98E-06
63648,1.98E-06
63649,1.98E-06
63650,1.98E-06
63651,1.98E-06
63652,1.98E-06
63653,1.98E-06
63655,1.98E-06
63656,1.98E-06
63657,1.98E-06
63659,1.98E-06
63661,1.98E-06
63662,1.98E-06
63663,1.98E-06
63665,1.98E-06
63667,1.98E-06
63668,1.98E-06
63669,1.98E-06
63672,1.98E-06
63674,1.98E-06
63676,1.98E-06
63677,1.98E-06
63687,1.98E-06
63689,1.98E-06
63692,1.98E-06
63693,1.98E-06
63694,1.98E-06
63695,1.98E-06
63703,1.98E-06
63705,1.98E-06
63706,1.98E-06
63710,1.98E-06
63712,1.98E-06
63713,1.98E-06
63714,1.98E-06
63715,1.98E-06
63716,1.98E-06
63717,1.98E-06
63719,1.98E-06
63720,1.98E-06
63721,1.98E-06
63724,1.98E-06
63726,1.98E-06
63728,1.98E-06
63737,1.98E-06
63738,1.98E-06
63740,1.98E-06
63743,1.98E-06
63747,1.98E-06
63752,1.98E-06
63757,1.98E-06
63762,1.98E-06
63763,1.98E-06
63764,1.98E-06
63765,1.98E-06
63766,1.98E-06
63767,1.98E-06
63768,1.98E-06
63770,1.98E-06
63771,1.98E-06
63772,1.98E-06
63773,1.98E-06
63774,1.98E-06
63775,1.98E-06
63778,1.98E-06
63782,1.98E-06
63784,1.98E-06
63786,1.98E-06
63787,1.98E-06
63789,1.98E-06
63790,1.98E-06
63798,1.98E-06
63799,1.98E-06
63800,1.98E-06
63801,1.98E-06
63802,1.98E-06
63806,1.98E-06
63807,1.98E-06
63814,1.98E-06
63815,1.98E-06
63818,1.98E-06
63820,1.98E-06
63821,1.98E-06
63823,1.98E-06
63824,1.98E-06
63825,1.98E-06
63826,1.98E-06
63827,1.98E-06
63828,1.98E-06
63829,1.98E-06
63831,1.98E-06
63833,1.98E-06
63834,1.98E-06
63837,1.98E-06
63842,1.98E-06
63843,1.98E-06
63844,1.98E-06
63845,1.98E-06
63846,1.98E-06
63847,1.98E-06
63848,1.98E-06
63849,1.98E-06
63850,1.98E-06
63851,1.98E-06
63852,1.98E-06
63853,1.98E-06
63855,1.98E-06
63856,1.98E-06
63861,1.98E-06
63863,1.98E-06
63864,1.98E-06
63871,1.98E-06
63888,1.98E-06
63890,1.98E-06
63895,1.98E-06
63897,1.98E-06
63898,1.98E-06
63901,1.98E-06
63904,1.98E-06
63905,1.98E-06
63906,1.98E-06
63912,1.98E-06
63913,1.98E-06
63914,1.98E-06
63927,1.98E-06
63929,1.98E-06
63930,1.98E-06
63931,1.98E-06
63937,1.98E-06
63939,1.98E-06
63940,1.98E-06
63942,1.98E-06
63943,1.98E-06
63944,1.98E-06
63945,1.98E-06
63947,1.98E-06
63948,1.98E-06
63949,1.98E-06
63950,1.98E-06
63951,1.98E-06
63953,1.98E-06
63954,1.98E-06
63955,1.98E-06
63956,1.98E-06
63957,1.98E-06
63958,1.98E-06
63959,1.98E-06
63960,1.98E-06
63961,1.98E-06
63962,1.98E-06
63963,1.98E-06
63965,1.98E-06
63969,1.98E-06
63971,1.98E-06
63981,1.98E-06
63982,1.98E-06
63983,1.98E-06
63987,1.98E-06
63990,1.98E-06
63992,1.98E-06
63994,1.98E-06
63995,1.98E-06
64005,1.98E-06
64006,1.98E-06
64009,1.98E-06
64010,1.98E-06
64017,1.98E-06
64019,1.98E-06
64020,1.98E-06
64027,1.98E-06
64028,1.98E-06
64030,1.98E-06
64031,1.98E-06
64032,1.98E-06
64033,1.98E-06
64034,1.98E-06
64035,1.98E-06
64036,1.98E-06
64037,1.98E-06
64038,1.98E-06
64039,1.98E-06
64040,1.98E-06
64041,1.98E-06
64042,1.98E-06
64044,1.98E-06
64049,1.98E-06
64050,1.98E-06
64051,1.98E-06
64056,1.98E-06
64057,1.98E-06
64058,1.98E-06
64059,1.98E-06
64061,1.98E-06
64062,1.98E-06
64066,1.98E-06
64069,1.98E-06
64071,1.98E-06
64073,1.98E-06
64074,1.98E-06
64075,1.98E-06
64076,1.98E-06
64077,1.98E-06
64084,1.98E-06
64085,1.98E-06
64086,1.98E-06
64088,1.98E-06
64090,1.98E-06
64091,1.98E-06
64093,1.98E-06
64096,1.98E-06
64099,1.98E-06
64100,1.98E-06
64104,1.98E-06
64112,1.98E-06
64116,1.98E-06
64117,1.98E-06
64118,1.98E-06
64119,1.98E-06
64120,1.98E-06
64121,1.98E-06
64124,1.98E-06
64125,1.98E-06
64126,1.98E-06
64130,1.98E-06
64133,1.98E-06
64134,1.98E-06
64135,1.98E-06
64138,1.98E-06
64139,1.98E-06
64140,1.98E-06
64142,1.98E-06
64143,1.98E-06
64144,1.98E-06
64147,1.98E-06
64148,1.98E-06
64149,1.98E-06
64152,1.98E-06
64154,1.98E-06
64155,1.98E-06
64156,1.98E-06
64159,1.98E-06
64164,1.98E-06
64165,1.98E-06
64166,1.98E-06
64167,1.98E-06
64168,1.98E-06
64169,1.98E-06
64170,1.98E-06
64183,1.98E-06
64186,1.98E-06
64187,1.98E-06
64188,1.98E-06
64189,1.98E-06
64190,1.98E-06
64191,1.98E-06
64192,1.98E-06
64193,1.98E-06
64194,1.98E-06
64197,1.98E-06
64198,1.98E-06
64199,1.98E-06
64200,1.98E-06
64201,1.98E-06
64205,1.98E-06
64206,1.98E-06
64211,1.98E-06
64212,1.98E-06
64213,1.98E-06
64224,1.98E-06
64230,1.98E-06
64234,1.98E-06
64238,1.98E-06
64243,1.98E-06
64244,1.98E-06
64250,1.98E-06
64253,1.98E-06
64255,1.98E-06
64258,1.98E-06
64260,1.98E-06
64264,1.98E-06
64269,1.98E-06
64270,1.98E-06
64271,1.98E-06
64272,1.98E-06
64278,1.98E-06
64282,1.98E-06
64283,1.98E-06
64286,1.98E-06
64292,1.98E-06
64296,1.98E-06
64303,1.98E-06
64309,1.98E-06
64316,1.98E-06
64317,1.98E-06
64320,1.98E-06
64322,1.98E-06
64326,1.98E-06
64327,1.98E-06
64328,1.98E-06
64329,1.98E-06
64330,1.98E-06
64331,1.98E-06
64334,1.98E-06
64336,1.98E-06
64337,1.98E-06
64339,1.98E-06
64343,1.98E-06
64345,1.98E-06
64347,1.98E-06
64349,1.98E-06
64352,1.98E-06
64353,1.98E-06
64355,1.98E-06
64356,1.98E-06
64357,1.98E-06
64358,1.98E-06
64359,1.98E-06
64360,1.98E-06
64361,1.98E-06
64363,1.98E-06
64364,1.98E-06
64374,1.98E-06
64375,1.98E-06
64376,1.98E-06
64377,1.98E-06
64380,1.98E-06
64382,1.98E-06
64383,1.98E-06
64384,1.98E-06
64385,1.98E-06
64393,1.98E-06
64394,1.98E-06
64395,1.98E-06
64396,1.98E-06
64397,1.98E-06
64399,1.98E-06
64401,1.98E-06
64402,1.98E-06
64403,1.98E-06
64407,1.98E-06
64408,1.98E-06
64410,1.98E-06
64416,1.98E-06
64417,1.98E-06
64425,1.98E-06
64434,1.98E-06
64436,1.98E-06
64438,1.98E-06
64440,1.98E-06
64446,1.98E-06
64447,1.98E-06
64453,1.98E-06
64454,1.98E-06
64457,1.98E-06
64471,1.98E-06
64486,1.98E-06
64487,1.98E-06
64492,1.98E-06
64497,1.98E-06
64499,1.98E-06
64500,1.98E-06
64502,1.98E-06
64506,1.98E-06
64508,1.98E-06
64510,1.98E-06
64513,1.98E-06
64514,1.98E-06
64515,1.98E-06
64516,1.98E-06
64517,1.98E-06
64518,1.98E-06
64519,1.98E-06
64520,1.98E-06
64521,1.98E-06
64522,1.98E-06
64525,1.98E-06
64526,1.98E-06
64527,1.98E-06
64528,1.98E-06
64529,1.98E-06
64531,1.98E-06
64532,1.98E-06
64535,1.98E-06
64537,1.98E-06
64538,1.98E-06
64539,1.98E-06
64542,1.98E-06
64543,1.98E-06
64544,1.98E-06
64545,1.98E-06
64546,1.98E-06
64548,1.98E-06
64549,1.98E-06
64554,1.98E-06
64555,1.98E-06
64557,1.98E-06
64558,1.98E-06
64560,1.98E-06
64561,1.98E-06
64562,1.98E-06
64565,1.98E-06
64568,1.98E-06
64571,1.98E-06
64572,1.98E-06
64576,1.98E-06
64577,1.98E-06
64582,1.98E-06
64589,1.98E-06
64591,1.98E-06
64593,1.98E-06
64594,1.98E-06
64597,1.98E-06
64598,1.98E-06
64600,1.98E-06
64601,1.98E-06
64604,1.98E-06
64605,1.98E-06
64606,1.98E-06
64607,1.98E-06
64608,1.98E-06
64609,1.98E-06
64610,1.98E-06
64613,1.98E-06
64616,1.98E-06
64620,1.98E-06
64624,1.98E-06
64630,1.98E-06
64631,1.98E-06
64635,1.98E-06
64636,1.98E-06
64637,1.98E-06
64642,1.98E-06
64644,1.98E-06
64645,1.98E-06
64646,1.98E-06
64647,1.98E-06
64648,1.98E-06
64649,1.98E-06
64653,1.98E-06
64658,1.98E-06
64659,1.98E-06
64660,1.98E-06
64664,1.98E-06
64665,1.98E-06
64670,1.98E-06
64673,1.98E-06
64676,1.98E-06
64682,1.98E-06
64684,1.98E-06
64687,1.98E-06
64688,1.98E-06
64691,1.98E-06
64692,1.98E-06
64693,1.98E-06
64694,1.98E-06
64695,1.98E-06
64696,1.98E-06
64697,1.98E-06
64698,1.98E-06
64700,1.98E-06
64710,1.98E-06
64711,1.98E-06
64714,1.98E-06
64716,1.98E-06
64717,1.98E-06
64721,1.98E-06
64723,1.98E-06
64724,1.98E-06
64726,1.98E-06
64727,1.98E-06
64728,1.98E-06
64729,1.98E-06
64730,1.98E-06
64731,1.98E-06
64732,1.98E-06
64733,1.98E-06
64734,1.98E-06
64735,1.98E-06
64736,1.98E-06
64737,1.98E-06
64740,1.98E-06
64741,1.98E-06
64742,1.98E-06
64743,1.98E-06
64744,1.98E-06
64745,1.98E-06
64752,1.98E-06
64754,1.98E-06
64756,1.98E-06
64760,1.98E-06
64768,1.98E-06
64777,1.98E-06
64780,1.98E-06
64781,1.98E-06
64783,1.98E-06
64785,1.98E-06
64787,1.98E-06
64791,1.98E-06
64793,1.98E-06
64794,1.98E-06
64795,1.98E-06
64796,1.98E-06
64797,1.98E-06
64799,1.98E-06
64801,1.98E-06
64802,1.98E-06
64803,1.98E-06
64805,1.98E-06
64808,1.98E-06
64809,1.98E-06
64810,1.98E-06
64811,1.98E-06
64812,1.98E-06
64813,1.98E-06
64814,1.98E-06
64815,1.98E-06
64821,1.98E-06
64825,1.98E-06
64829,1.98E-06
64831,1.98E-06
64832,1.98E-06
64833,1.98E-06
64835,1.98E-06
64836,1.98E-06
64839,1.98E-06
64840,1.98E-06
64851,1.98E-06
64852,1.98E-06
64859,1.98E-06
64860,1.98E-06
64866,1.98E-06
64873,1.98E-06
64875,1.98E-06
64876,1.98E-06
64878,1.98E-06
64879,1.98E-06
64881,1.98E-06
64882,1.98E-06
64884,1.98E-06
64889,1.98E-06
64890,1.98E-06
64891,1.98E-06
64892,1.98E-06
64896,1.98E-06
64897,1.98E-06
64898,1.98E-06
64903,1.98E-06
64904,1.98E-06
64915,1.98E-06
64916,1.98E-06
64917,1.98E-06
64918,1.98E-06
64919,1.98E-06
64924,1.98E-06
64925,1.98E-06
64927,1.98E-06
64928,1.98E-06
64929,1.98E-06
64930,1.98E-06
64944,1.98E-06
64945,1.98E-06
64948,1.98E-06
64949,1.98E-06
64951,1.98E-06
64952,1.98E-06
64954,1.98E-06
64956,1.98E-06
64959,1.98E-06
64964,1.98E-06
64965,1.98E-06
64968,1.98E-06
64969,1.98E-06
64970,1.98E-06
64973,1.98E-06
64974,1.98E-06
64975,1.98E-06
64976,1.98E-06
64986,1.98E-06
64989,1.98E-06
64991,1.98E-06
64993,1.98E-06
64995,1.98E-06
64996,1.98E-06
64997,1.98E-06
64998,1.98E-06
65008,1.98E-06
65009,1.98E-06
65011,1.98E-06
65012,1.98E-06
65013,1.98E-06
65016,1.98E-06
65017,1.98E-06
65018,1.98E-06
65019,1.98E-06
65021,1.98E-06
65023,1.98E-06
65024,1.98E-06
65027,1.98E-06
65033,1.98E-06
65034,1.98E-06
65038,1.98E-06
65045,1.98E-06
65046,1.98E-06
65052,1.98E-06
65058,1.98E-06
65059,1.98E-06
65063,1.98E-06
65064,1.98E-06
65065,1.98E-06
65069,1.98E-06
65070,1.98E-06
65071,1.98E-06
65077,1.98E-06
65078,1.98E-06
65079,1.98E-06
65080,1.98E-06
65081,1.98E-06
65085,1.98E-06
65087,1.98E-06
65088,1.98E-06
65089,1.98E-06
65090,1.98E-06
65092,1.98E-06
65094,1.98E-06
65095,1.98E-06
65098,1.98E-06
65099,1.98E-06
65100,1.98E-06
65103,1.98E-06
65106,1.98E-06
65115,1.98E-06
65116,1.98E-06
65117,1.98E-06
65121,1.98E-06
65122,1.98E-06
65123,1.98E-06
65126,1.98E-06
65127,1.98E-06
65131,1.98E-06
65132,1.98E-06
65133,1.98E-06
65135,1.98E-06
65140,1.98E-06
65141,1.98E-06
65142,1.98E-06
65147,1.98E-06
65148,1.98E-06
65149,1.98E-06
65150,1.98E-06
65151,1.98E-06
65152,1.98E-06
65153,1.98E-06
65155,1.98E-06
65158,1.98E-06
65159,1.98E-06
65161,1.98E-06
65163,1.98E-06
65166,1.98E-06
65167,1.98E-06
65169,1.98E-06
65170,1.98E-06
65171,1.98E-06
65179,1.98E-06
65180,1.98E-06
65186,1.98E-06
65188,1.98E-06
65189,1.98E-06
65192,1.98E-06
65193,1.98E-06
65194,1.98E-06
65195,1.98E-06
65196,1.98E-06
65197,1.98E-06
65198,1.98E-06
65203,1.98E-06
65204,1.98E-06
65210,1.98E-06
65212,1.98E-06
65216,1.98E-06
65217,1.98E-06
65218,1.98E-06
65225,1.98E-06
65226,1.98E-06
65227,1.98E-06
65228,1.98E-06
65229,1.98E-06
65231,1.98E-06
65233,1.98E-06
65234,1.98E-06
65238,1.98E-06
65241,1.98E-06
65243,1.98E-06
65244,1.98E-06
65246,1.98E-06
65249,1.98E-06
65250,1.98E-06
65251,1.98E-06
65255,1.98E-06
65257,1.98E-06
65262,1.98E-06
65263,1.98E-06
65264,1.98E-06
65267,1.98E-06
65268,1.98E-06
65271,1.98E-06
65274,1.98E-06
65276,1.98E-06
65278,1.98E-06
65279,1.98E-06
65286,1.98E-06
65288,1.98E-06
65290,1.98E-06
65291,1.98E-06
65293,1.98E-06
65296,1.98E-06
65297,1.98E-06
65299,1.98E-06
65300,1.98E-06
65301,1.98E-06
65303,1.98E-06
65304,1.98E-06
65305,1.98E-06
65307,1.98E-06
65308,1.98E-06
65310,1.98E-06
65314,1.98E-06
65316,1.98E-06
65317,1.98E-06
65319,1.98E-06
65320,1.98E-06
65321,1.98E-06
65322,1.98E-06
65324,1.98E-06
65327,1.98E-06
65333,1.98E-06
65342,1.98E-06
65344,1.98E-06
65345,1.98E-06
65346,1.98E-06
65349,1.98E-06
65350,1.98E-06
65351,1.98E-06
65352,1.98E-06
65353,1.98E-06
65354,1.98E-06
65355,1.98E-06
65357,1.98E-06
65360,1.98E-06
65362,1.98E-06
65363,1.98E-06
65364,1.98E-06
65365,1.98E-06
65366,1.98E-06
65367,1.98E-06
65368,1.98E-06
65370,1.98E-06
65371,1.98E-06
65372,1.98E-06
65373,1.98E-06
65374,1.98E-06
65376,1.98E-06
65377,1.98E-06
65379,1.98E-06
65380,1.98E-06
65381,1.98E-06
65383,1.98E-06
65384,1.98E-06
65385,1.98E-06
65386,1.98E-06
65395,1.98E-06
65396,1.98E-06
65397,1.98E-06
65398,1.98E-06
65399,1.98E-06
65400,1.98E-06
65403,1.98E-06
65404,1.98E-06
65405,1.98E-06
65406,1.98E-06
65407,1.98E-06
65408,1.98E-06
65411,1.98E-06
65413,1.98E-06
65414,1.98E-06
65415,1.98E-06
65416,1.98E-06
65417,1.98E-06
65418,1.98E-06
65424,1.98E-06
65425,1.98E-06
65427,1.98E-06
65428,1.98E-06
65429,1.98E-06
65430,1.98E-06
65438,1.98E-06
65439,1.98E-06
65440,1.98E-06
65447,1.98E-06
65448,1.98E-06
65449,1.98E-06
65451,1.98E-06
65453,1.98E-06
65454,1.98E-06
65456,1.98E-06
65460,1.98E-06
65463,1.98E-06
65464,1.98E-06
65467,1.98E-06
65470,1.98E-06
65472,1.98E-06
65473,1.98E-06
65476,1.98E-06
65477,1.98E-06
65481,1.98E-06
65482,1.98E-06
65484,1.98E-06
65485,1.98E-06
65486,1.98E-06
65487,1.98E-06
65488,1.98E-06
65489,1.98E-06
65490,1.98E-06
65491,1.98E-06
65493,1.98E-06
65496,1.98E-06
65499,1.98E-06
65504,1.98E-06
65507,1.98E-06
65512,1.98E-06
65513,1.98E-06
65517,1.98E-06
65518,1.98E-06
65519,1.98E-06
65520,1.98E-06
65521,1.98E-06
65523,1.98E-06
65527,1.98E-06
65529,1.98E-06
65531,1.98E-06
65532,1.98E-06
65537,1.98E-06
65538,1.98E-06
65539,1.98E-06
65540,1.98E-06
65547,1.98E-06
65550,1.98E-06
65551,1.98E-06
65552,1.98E-06
65554,1.98E-06
65558,1.98E-06
65560,1.98E-06
65561,1.98E-06
65568,1.98E-06
65570,1.98E-06
65571,1.98E-06
65575,1.98E-06
65577,1.98E-06
65578,1.98E-06
65579,1.98E-06
65580,1.98E-06
65583,1.98E-06
65584,1.98E-06
65587,1.98E-06
65590,1.98E-06
65597,1.98E-06
65598,1.98E-06
65600,1.98E-06
65602,1.98E-06
65604,1.98E-06
65609,1.98E-06
65610,1.98E-06
65612,1.98E-06
65618,1.98E-06
65622,1.98E-06
65624,1.98E-06
65625,1.98E-06
65626,1.98E-06
65628,1.98E-06
65629,1.98E-06
65630,1.98E-06
65631,1.98E-06
65635,1.98E-06
65636,1.98E-06
65638,1.98E-06
65641,1.98E-06
65642,1.98E-06
65644,1.98E-06
65645,1.98E-06
65646,1.98E-06
65649,1.98E-06
65652,1.98E-06
65653,1.98E-06
65654,1.98E-06
65655,1.98E-06
65658,1.98E-06
65661,1.98E-06
65665,1.98E-06
65668,1.98E-06
65672,1.98E-06
65687,1.98E-06
65688,1.98E-06
65690,1.98E-06
65691,1.98E-06
65692,1.98E-06
65696,1.98E-06
65699,1.98E-06
65704,1.98E-06
65705,1.98E-06
65707,1.98E-06
65708,1.98E-06
65711,1.98E-06
65712,1.98E-06
65715,1.98E-06
65718,1.98E-06
65720,1.98E-06
65721,1.98E-06
65724,1.98E-06
65729,1.98E-06
65731,1.98E-06
65737,1.98E-06
65739,1.98E-06
65742,1.98E-06
65745,1.98E-06
65750,1.98E-06
65751,1.98E-06
65761,1.98E-06
65764,1.98E-06
65765,1.98E-06
65769,1.98E-06
65770,1.98E-06
65772,1.98E-06
65774,1.98E-06
65776,1.98E-06
65777,1.98E-06
65778,1.98E-06
65779,1.98E-06
65782,1.98E-06
65783,1.98E-06
65789,1.98E-06
65790,1.98E-06
65791,1.98E-06
65792,1.98E-06
65793,1.98E-06
65794,1.98E-06
65796,1.98E-06
65805,1.98E-06
65806,1.98E-06
65807,1.98E-06
65808,1.98E-06
65809,1.98E-06
65810,1.98E-06
65811,1.98E-06
65812,1.98E-06
65813,1.98E-06
65816,1.98E-06
65817,1.98E-06
65818,1.98E-06
65820,1.98E-06
65821,1.98E-06
65822,1.98E-06
65823,1.98E-06
65824,1.98E-06
65826,1.98E-06
65827,1.98E-06
65828,1.98E-06
65829,1.98E-06
65832,1.98E-06
65833,1.98E-06
65834,1.98E-06
65835,1.98E-06
65836,1.98E-06
65837,1.98E-06
65838,1.98E-06
65839,1.98E-06
65841,1.98E-06
65842,1.98E-06
65843,1.98E-06
65846,1.98E-06
65849,1.98E-06
65850,1.98E-06
65851,1.98E-06
65855,1.98E-06
65858,1.98E-06
65860,1.98E-06
65861,1.98E-06
65866,1.98E-06
65867,1.98E-06
65870,1.98E-06
65873,1.98E-06
65874,1.98E-06
65875,1.98E-06
65876,1.98E-06
65879,1.98E-06
65892,1.98E-06
65893,1.98E-06
65895,1.98E-06
65896,1.98E-06
65897,1.98E-06
65903,1.98E-06
65906,1.98E-06
65908,1.98E-06
65910,1.98E-06
65911,1.98E-06
65915,1.98E-06
65918,1.98E-06
65921,1.98E-06
65928,1.98E-06
65934,1.98E-06
65937,1.98E-06
65938,1.98E-06
65939,1.98E-06
65940,1.98E-06
65941,1.98E-06
65942,1.98E-06
65943,1.98E-06
65944,1.98E-06
65949,1.98E-06
65950,1.98E-06
65951,1.98E-06
65952,1.98E-06
65953,1.98E-06
65954,1.98E-06
65955,1.98E-06
65956,1.98E-06
65962,1.98E-06
65963,1.98E-06
65964,1.98E-06
65965,1.98E-06
65966,1.98E-06
65967,1.98E-06
65968,1.98E-06
65971,1.98E-06
65973,1.98E-06
65977,1.98E-06
65980,1.98E-06
65984,1.98E-06
65986,1.98E-06
65988,1.98E-06
65990,1.98E-06
65994,1.98E-06
65995,1.98E-06
66002,1.98E-06
66003,1.98E-06
66007,1.98E-06
66011,1.98E-06
66012,1.98E-06
66013,1.98E-06
66026,1.98E-06
66027,1.98E-06
66028,1.98E-06
66029,1.98E-06
66030,1.98E-06
66032,1.98E-06
66033,1.98E-06
66034,1.98E-06
66035,1.98E-06
66039,1.98E-06
66042,1.98E-06
66048,1.98E-06
66049,1.98E-06
66053,1.98E-06
66054,1.98E-06
66055,1.98E-06
66064,1.98E-06
66066,1.98E-06
66070,1.98E-06
66071,1.98E-06
66076,1.98E-06
66078,1.98E-06
66079,1.98E-06
66080,1.98E-06
66081,1.98E-06
66086,1.98E-06
66089,1.98E-06
